id,country_name,year,series_name,value,income_level,region,longitude,latitude,iso2Code
MHL,Marshall Islands,2018,GDP per capita (current US$),4858.12,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MHL,Marshall Islands,2018,Current health expenditure per capita (current US$),702.84,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MHL,Marshall Islands,2018,Current health expenditure (% of GDP),14.53,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MHL,Marshall Islands,2018,"Government expenditure on education, total (% of GDP)",,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MHL,Marshall Islands,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MHL,Marshall Islands,2018,"School enrollment, primary (% gross)",,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MHL,Marshall Islands,2018,"School enrollment, secondary (% gross)",,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MHL,Marshall Islands,2018,"School enrollment, tertiary (% gross)",,Upper middle income,East Asia & Pacific,171.135,7.11046,MH
MRT,Mauritania,2018,GDP per capita (current US$),1722.94,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MRT,Mauritania,2018,Current health expenditure per capita (current US$),49.68,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MRT,Mauritania,2018,Current health expenditure (% of GDP),2.88,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MRT,Mauritania,2018,"Government expenditure on education, total (% of GDP)",,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MRT,Mauritania,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MRT,Mauritania,2018,"School enrollment, primary (% gross)",90.22,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MRT,Mauritania,2018,"School enrollment, secondary (% gross)",35.53,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MRT,Mauritania,2018,"School enrollment, tertiary (% gross)",5.13,Lower middle income,Sub-Saharan Africa ,-15.9824,18.2367,MR
MUS,Mauritius,2018,GDP per capita (current US$),11643.46,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MUS,Mauritius,2018,Current health expenditure per capita (current US$),640.62,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MUS,Mauritius,2018,Current health expenditure (% of GDP),5.6,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MUS,Mauritius,2018,"Government expenditure on education, total (% of GDP)",4.67,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MUS,Mauritius,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MUS,Mauritius,2018,"School enrollment, primary (% gross)",96.45,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MUS,Mauritius,2018,"School enrollment, secondary (% gross)",91.42,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MUS,Mauritius,2018,"School enrollment, tertiary (% gross)",40.41,Upper middle income,Sub-Saharan Africa ,57.4977,-20.1605,MU
MEX,Mexico,2018,GDP per capita (current US$),10084.79,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
MEX,Mexico,2018,Current health expenditure per capita (current US$),528.26,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
MEX,Mexico,2018,Current health expenditure (% of GDP),5.24,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
MEX,Mexico,2018,"Government expenditure on education, total (% of GDP)",4.14,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
MEX,Mexico,2018,"Literacy rate, adult total (% of people ages 15 and above)",95.38,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
MEX,Mexico,2018,"School enrollment, primary (% gross)",105.19,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
MEX,Mexico,2018,"School enrollment, secondary (% gross)",105.96,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
MEX,Mexico,2018,"School enrollment, tertiary (% gross)",41.64,Upper middle income,Latin America & Caribbean ,-99.1276,19.427,MX
FSM,"Micronesia, Fed. Sts.",2018,GDP per capita (current US$),3566.59,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
FSM,"Micronesia, Fed. Sts.",2018,Current health expenditure per capita (current US$),426.76,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
FSM,"Micronesia, Fed. Sts.",2018,Current health expenditure (% of GDP),11.97,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
FSM,"Micronesia, Fed. Sts.",2018,"Government expenditure on education, total (% of GDP)",9.94,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
FSM,"Micronesia, Fed. Sts.",2018,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
FSM,"Micronesia, Fed. Sts.",2018,"School enrollment, primary (% gross)",96.29,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
FSM,"Micronesia, Fed. Sts.",2018,"School enrollment, secondary (% gross)",,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
FSM,"Micronesia, Fed. Sts.",2018,"School enrollment, tertiary (% gross)",,Lower middle income,East Asia & Pacific,158.185,6.91771,FM
MDA,Moldova,2018,GDP per capita (current US$),4156.45,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MDA,Moldova,2018,Current health expenditure per capita (current US$),276.47,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MDA,Moldova,2018,Current health expenditure (% of GDP),6.71,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MDA,Moldova,2018,"Government expenditure on education, total (% of GDP)",5.54,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MDA,Moldova,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MDA,Moldova,2018,"School enrollment, primary (% gross)",103.34,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MDA,Moldova,2018,"School enrollment, secondary (% gross)",95.92,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MDA,Moldova,2018,"School enrollment, tertiary (% gross)",52.84,Upper middle income,Europe & Central Asia,28.8497,47.0167,MD
MCO,Monaco,2018,GDP per capita (current US$),188298.32,High income,Europe & Central Asia,7.41891,43.7325,MC
MCO,Monaco,2018,Current health expenditure per capita (current US$),7616.04,High income,Europe & Central Asia,7.41891,43.7325,MC
MCO,Monaco,2018,Current health expenditure (% of GDP),4.05,High income,Europe & Central Asia,7.41891,43.7325,MC
MCO,Monaco,2018,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,7.41891,43.7325,MC
MCO,Monaco,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,7.41891,43.7325,MC
MCO,Monaco,2018,"School enrollment, primary (% gross)",,High income,Europe & Central Asia,7.41891,43.7325,MC
MCO,Monaco,2018,"School enrollment, secondary (% gross)",,High income,Europe & Central Asia,7.41891,43.7325,MC
MCO,Monaco,2018,"School enrollment, tertiary (% gross)",,High income,Europe & Central Asia,7.41891,43.7325,MC
MNG,Mongolia,2018,GDP per capita (current US$),4107.64,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNG,Mongolia,2018,Current health expenditure per capita (current US$),188.64,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNG,Mongolia,2018,Current health expenditure (% of GDP),4.53,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNG,Mongolia,2018,"Government expenditure on education, total (% of GDP)",,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNG,Mongolia,2018,"Literacy rate, adult total (% of people ages 15 and above)",96.9,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNG,Mongolia,2018,"School enrollment, primary (% gross)",95.09,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNG,Mongolia,2018,"School enrollment, secondary (% gross)",91.29,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNG,Mongolia,2018,"School enrollment, tertiary (% gross)",65.1,Upper middle income,East Asia & Pacific,106.937,47.9129,MN
MNE,Montenegro,2018,GDP per capita (current US$),8790.88,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MNE,Montenegro,2018,Current health expenditure per capita (current US$),745.75,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MNE,Montenegro,2018,Current health expenditure (% of GDP),8.34,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MNE,Montenegro,2018,"Government expenditure on education, total (% of GDP)",,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MNE,Montenegro,2018,"Literacy rate, adult total (% of people ages 15 and above)",98.53,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MNE,Montenegro,2018,"School enrollment, primary (% gross)",103.26,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MNE,Montenegro,2018,"School enrollment, secondary (% gross)",91.44,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MNE,Montenegro,2018,"School enrollment, tertiary (% gross)",58.18,Upper middle income,Europe & Central Asia,19.2595,42.4602,ME
MAR,Morocco,2018,GDP per capita (current US$),3501.7,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MAR,Morocco,2018,Current health expenditure per capita (current US$),175.71,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MAR,Morocco,2018,Current health expenditure (% of GDP),4.95,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MAR,Morocco,2018,"Government expenditure on education, total (% of GDP)",4.96,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MAR,Morocco,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MAR,Morocco,2018,"School enrollment, primary (% gross)",108.26,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MAR,Morocco,2018,"School enrollment, secondary (% gross)",78.47,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MAR,Morocco,2018,"School enrollment, tertiary (% gross)",35.32,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905,MA
MOZ,Mozambique,2018,GDP per capita (current US$),517.51,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MOZ,Mozambique,2018,Current health expenditure per capita (current US$),41.29,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MOZ,Mozambique,2018,Current health expenditure (% of GDP),7.98,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MOZ,Mozambique,2018,"Government expenditure on education, total (% of GDP)",5.39,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MOZ,Mozambique,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MOZ,Mozambique,2018,"School enrollment, primary (% gross)",115.27,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MOZ,Mozambique,2018,"School enrollment, secondary (% gross)",,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MOZ,Mozambique,2018,"School enrollment, tertiary (% gross)",7.46,Low income,Sub-Saharan Africa ,32.5713,-25.9664,MZ
MMR,Myanmar,2018,GDP per capita (current US$),1298.21,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
MMR,Myanmar,2018,Current health expenditure per capita (current US$),60.83,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
MMR,Myanmar,2018,Current health expenditure (% of GDP),4.9,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
MMR,Myanmar,2018,"Government expenditure on education, total (% of GDP)",1.99,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
MMR,Myanmar,2018,"Literacy rate, adult total (% of people ages 15 and above)",95.82,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
MMR,Myanmar,2018,"School enrollment, primary (% gross)",120.21,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
MMR,Myanmar,2018,"School enrollment, secondary (% gross)",77.02,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
MMR,Myanmar,2018,"School enrollment, tertiary (% gross)",20.37,Lower middle income,East Asia & Pacific,95.9562,21.914,MM
NAM,Namibia,2018,GDP per capita (current US$),5308.61,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NAM,Namibia,2018,Current health expenditure per capita (current US$),439.88,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NAM,Namibia,2018,Current health expenditure (% of GDP),8.29,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NAM,Namibia,2018,"Government expenditure on education, total (% of GDP)",8.88,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NAM,Namibia,2018,"Literacy rate, adult total (% of people ages 15 and above)",88.33,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NAM,Namibia,2018,"School enrollment, primary (% gross)",124.59,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NAM,Namibia,2018,"School enrollment, secondary (% gross)",78.86,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NAM,Namibia,2018,"School enrollment, tertiary (% gross)",23.7,Lower middle income,Sub-Saharan Africa ,17.0931,-22.5648,
NRU,Nauru,2018,GDP per capita (current US$),11408.69,High income,East Asia & Pacific,166.920867,-0.5477,NR
NRU,Nauru,2018,Current health expenditure per capita (current US$),1221.42,High income,East Asia & Pacific,166.920867,-0.5477,NR
NRU,Nauru,2018,Current health expenditure (% of GDP),11.1,High income,East Asia & Pacific,166.920867,-0.5477,NR
NRU,Nauru,2018,"Government expenditure on education, total (% of GDP)",5.05,High income,East Asia & Pacific,166.920867,-0.5477,NR
NRU,Nauru,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,166.920867,-0.5477,NR
NRU,Nauru,2018,"School enrollment, primary (% gross)",,High income,East Asia & Pacific,166.920867,-0.5477,NR
NRU,Nauru,2018,"School enrollment, secondary (% gross)",,High income,East Asia & Pacific,166.920867,-0.5477,NR
NRU,Nauru,2018,"School enrollment, tertiary (% gross)",,High income,East Asia & Pacific,166.920867,-0.5477,NR
NPL,Nepal,2018,GDP per capita (current US$),1179.2,Lower middle income,South Asia,85.3157,27.6939,NP
NPL,Nepal,2018,Current health expenditure per capita (current US$),51.16,Lower middle income,South Asia,85.3157,27.6939,NP
NPL,Nepal,2018,Current health expenditure (% of GDP),4.53,Lower middle income,South Asia,85.3157,27.6939,NP
NPL,Nepal,2018,"Government expenditure on education, total (% of GDP)",4.43,Lower middle income,South Asia,85.3157,27.6939,NP
NPL,Nepal,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,South Asia,85.3157,27.6939,NP
NPL,Nepal,2018,"School enrollment, primary (% gross)",,Lower middle income,South Asia,85.3157,27.6939,NP
NPL,Nepal,2018,"School enrollment, secondary (% gross)",,Lower middle income,South Asia,85.3157,27.6939,NP
NPL,Nepal,2018,"School enrollment, tertiary (% gross)",12.61,Lower middle income,South Asia,85.3157,27.6939,NP
NLD,Netherlands,2018,GDP per capita (current US$),53955.08,High income,Europe & Central Asia,4.89095,52.3738,NL
NLD,Netherlands,2018,Current health expenditure per capita (current US$),5330.66,High income,Europe & Central Asia,4.89095,52.3738,NL
NLD,Netherlands,2018,Current health expenditure (% of GDP),10.02,High income,Europe & Central Asia,4.89095,52.3738,NL
NLD,Netherlands,2018,"Government expenditure on education, total (% of GDP)",5.27,High income,Europe & Central Asia,4.89095,52.3738,NL
NLD,Netherlands,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,4.89095,52.3738,NL
NLD,Netherlands,2018,"School enrollment, primary (% gross)",104.56,High income,Europe & Central Asia,4.89095,52.3738,NL
NLD,Netherlands,2018,"School enrollment, secondary (% gross)",114.5,High income,Europe & Central Asia,4.89095,52.3738,NL
NLD,Netherlands,2018,"School enrollment, tertiary (% gross)",83.65,High income,Europe & Central Asia,4.89095,52.3738,NL
NCL,New Caledonia,2018,GDP per capita (current US$),34902.9,High income,East Asia & Pacific,166.464,-22.2677,NC
NCL,New Caledonia,2018,Current health expenditure per capita (current US$),,High income,East Asia & Pacific,166.464,-22.2677,NC
NCL,New Caledonia,2018,Current health expenditure (% of GDP),,High income,East Asia & Pacific,166.464,-22.2677,NC
NCL,New Caledonia,2018,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,166.464,-22.2677,NC
NCL,New Caledonia,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,166.464,-22.2677,NC
NCL,New Caledonia,2018,"School enrollment, primary (% gross)",,High income,East Asia & Pacific,166.464,-22.2677,NC
NCL,New Caledonia,2018,"School enrollment, secondary (% gross)",,High income,East Asia & Pacific,166.464,-22.2677,NC
NCL,New Caledonia,2018,"School enrollment, tertiary (% gross)",,High income,East Asia & Pacific,166.464,-22.2677,NC
NZL,New Zealand,2018,GDP per capita (current US$),43257.08,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2018,Current health expenditure per capita (current US$),3907.6,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2018,Current health expenditure (% of GDP),9.04,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2018,"Government expenditure on education, total (% of GDP)",5.19,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2018,"School enrollment, primary (% gross)",98.55,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2018,"School enrollment, secondary (% gross)",112.41,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2018,"School enrollment, tertiary (% gross)",81.25,High income,East Asia & Pacific,174.776,-41.2865,NZ
NIC,Nicaragua,2018,GDP per capita (current US$),2035.17,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2018,Current health expenditure per capita (current US$),172.98,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2018,Current health expenditure (% of GDP),8.5,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2018,"Government expenditure on education, total (% of GDP)",4.47,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2018,"School enrollment, primary (% gross)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2018,"School enrollment, secondary (% gross)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2018,"School enrollment, tertiary (% gross)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NER,Niger,2018,GDP per capita (current US$),578.57,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2018,Current health expenditure per capita (current US$),30.61,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2018,Current health expenditure (% of GDP),5.3,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2018,"Government expenditure on education, total (% of GDP)",3.45,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2018,"Literacy rate, adult total (% of people ages 15 and above)",33.05,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2018,"School enrollment, primary (% gross)",,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2018,"School enrollment, secondary (% gross)",,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2018,"School enrollment, tertiary (% gross)",4.34,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NGA,Nigeria,2018,GDP per capita (current US$),2057.88,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2018,Current health expenditure per capita (current US$),63.6,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2018,Current health expenditure (% of GDP),3.09,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2018,"Government expenditure on education, total (% of GDP)",0.42,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2018,"School enrollment, primary (% gross)",81.63,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2018,"School enrollment, secondary (% gross)",40.49,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2018,"School enrollment, tertiary (% gross)",,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
MKD,North Macedonia,2018,GDP per capita (current US$),6713.99,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2018,Current health expenditure per capita (current US$),426.57,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2018,Current health expenditure (% of GDP),6.46,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2018,"Government expenditure on education, total (% of GDP)",,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2018,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2018,"School enrollment, primary (% gross)",95.56,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2018,"School enrollment, secondary (% gross)",83.35,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2018,"School enrollment, tertiary (% gross)",43.85,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MNP,Northern Mariana Islands,2018,GDP per capita (current US$),26509.36,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2018,Current health expenditure per capita (current US$),,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2018,Current health expenditure (% of GDP),,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2018,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2018,"School enrollment, primary (% gross)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2018,"School enrollment, secondary (% gross)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2018,"School enrollment, tertiary (% gross)",,High income,East Asia & Pacific,145.765,15.1935,MP
NOR,Norway,2018,GDP per capita (current US$),82792.84,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2018,Current health expenditure per capita (current US$),8271.86,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2018,Current health expenditure (% of GDP),9.96,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2018,"Government expenditure on education, total (% of GDP)",7.6,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2018,"School enrollment, primary (% gross)",99.17,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2018,"School enrollment, secondary (% gross)",117.71,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2018,"School enrollment, tertiary (% gross)",85.39,High income,Europe & Central Asia,10.7387,59.9138,NO
OMN,Oman,2018,GDP per capita (current US$),19901.76,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2018,Current health expenditure per capita (current US$),639.78,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2018,Current health expenditure (% of GDP),3.21,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2018,"Government expenditure on education, total (% of GDP)",4.59,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2018,"Literacy rate, adult total (% of people ages 15 and above)",95.65,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2018,"School enrollment, primary (% gross)",101.08,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2018,"School enrollment, secondary (% gross)",103.95,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2018,"School enrollment, tertiary (% gross)",44.95,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
PAK,Pakistan,2018,GDP per capita (current US$),1569.34,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2018,Current health expenditure per capita (current US$),40.1,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2018,Current health expenditure (% of GDP),2.83,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2018,"Government expenditure on education, total (% of GDP)",2.33,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2018,"Literacy rate, adult total (% of people ages 15 and above)",57.01,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2018,"School enrollment, primary (% gross)",77.39,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2018,"School enrollment, secondary (% gross)",37.15,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2018,"School enrollment, tertiary (% gross)",8.21,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PLW,Palau,2018,GDP per capita (current US$),16197.73,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2018,Current health expenditure per capita (current US$),1794.77,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2018,Current health expenditure (% of GDP),11.06,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2018,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2018,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2018,"School enrollment, primary (% gross)",,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2018,"School enrollment, secondary (% gross)",,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2018,"School enrollment, tertiary (% gross)",,High income,East Asia & Pacific,134.479,7.34194,PW
PAN,Panama,2018,GDP per capita (current US$),16151.33,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2018,Current health expenditure per capita (current US$),1227.31,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2018,Current health expenditure (% of GDP),7.6,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2018,"Government expenditure on education, total (% of GDP)",3.45,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
