id,country_name,year,value,series_name
NOR,Norway,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
NOR,Norway,2019,99.08,"School enrollment, primary (% gross)"
NOR,Norway,2019,119.42,"School enrollment, secondary (% gross)"
NOR,Norway,2019,85.76,"School enrollment, tertiary (% gross)"
OMN,Oman,2019,19180.19,GDP per capita (current US$)
OMN,Oman,2019,730.08,Current health expenditure per capita (current US$)
OMN,Oman,2019,3.81,Current health expenditure (% of GDP)
OMN,Oman,2019,5.06,"Government expenditure on education, total (% of GDP)"
OMN,Oman,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
OMN,Oman,2019,97.74,"School enrollment, primary (% gross)"
OMN,Oman,2019,102.14,"School enrollment, secondary (% gross)"
OMN,Oman,2019,45.17,"School enrollment, tertiary (% gross)"
PAK,Pakistan,2019,1390.42,GDP per capita (current US$)
PAK,Pakistan,2019,36.01,Current health expenditure per capita (current US$)
PAK,Pakistan,2019,2.85,Current health expenditure (% of GDP)
PAK,Pakistan,2019,2.21,"Government expenditure on education, total (% of GDP)"
PAK,Pakistan,2019,58.0,"Literacy rate, adult total (% of people ages 15 and above)"
PAK,Pakistan,2019,78.7,"School enrollment, primary (% gross)"
PAK,Pakistan,2019,38.75,"School enrollment, secondary (% gross)"
PAK,Pakistan,2019,11.1,"School enrollment, tertiary (% gross)"
PLW,Palau,2019,15841.2,GDP per capita (current US$)
PLW,Palau,2019,1924.66,Current health expenditure per capita (current US$)
PLW,Palau,2019,12.15,Current health expenditure (% of GDP)
PLW,Palau,2019,,"Government expenditure on education, total (% of GDP)"
PLW,Palau,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
PLW,Palau,2019,,"School enrollment, primary (% gross)"
PLW,Palau,2019,,"School enrollment, secondary (% gross)"
PLW,Palau,2019,,"School enrollment, tertiary (% gross)"
PAN,Panama,2019,16477.91,GDP per capita (current US$)
PAN,Panama,2019,1339.45,Current health expenditure per capita (current US$)
PAN,Panama,2019,8.14,Current health expenditure (% of GDP)
PAN,Panama,2019,3.28,"Government expenditure on education, total (% of GDP)"
PAN,Panama,2019,95.74,"Literacy rate, adult total (% of people ages 15 and above)"
PAN,Panama,2019,93.33,"School enrollment, primary (% gross)"
PAN,Panama,2019,,"School enrollment, secondary (% gross)"
PAN,Panama,2019,,"School enrollment, tertiary (% gross)"
PNG,Papua New Guinea,2019,2575.77,GDP per capita (current US$)
PNG,Papua New Guinea,2019,59.9,Current health expenditure per capita (current US$)
PNG,Papua New Guinea,2019,2.33,Current health expenditure (% of GDP)
PNG,Papua New Guinea,2019,0.76,"Government expenditure on education, total (% of GDP)"
PNG,Papua New Guinea,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
PNG,Papua New Guinea,2019,105.32,"School enrollment, primary (% gross)"
PNG,Papua New Guinea,2019,46.27,"School enrollment, secondary (% gross)"
PNG,Papua New Guinea,2019,,"School enrollment, tertiary (% gross)"
PRY,Paraguay,2019,5821.18,GDP per capita (current US$)
PRY,Paraguay,2019,416.84,Current health expenditure per capita (current US$)
PRY,Paraguay,2019,7.16,Current health expenditure (% of GDP)
PRY,Paraguay,2019,3.49,"Government expenditure on education, total (% of GDP)"
PRY,Paraguay,2019,93.21,"Literacy rate, adult total (% of people ages 15 and above)"
PRY,Paraguay,2019,,"School enrollment, primary (% gross)"
PRY,Paraguay,2019,,"School enrollment, secondary (% gross)"
PRY,Paraguay,2019,,"School enrollment, tertiary (% gross)"
PER,Peru,2019,7037.01,GDP per capita (current US$)
PER,Peru,2019,367.99,Current health expenditure per capita (current US$)
PER,Peru,2019,5.14,Current health expenditure (% of GDP)
PER,Peru,2019,3.82,"Government expenditure on education, total (% of GDP)"
PER,Peru,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
PER,Peru,2019,108.47,"School enrollment, primary (% gross)"
PER,Peru,2019,99.53,"School enrollment, secondary (% gross)"
PER,Peru,2019,,"School enrollment, tertiary (% gross)"
PHL,Philippines,2019,3400.79,GDP per capita (current US$)
PHL,Philippines,2019,141.69,Current health expenditure per capita (current US$)
PHL,Philippines,2019,4.17,Current health expenditure (% of GDP)
PHL,Philippines,2019,3.41,"Government expenditure on education, total (% of GDP)"
PHL,Philippines,2019,96.28,"Literacy rate, adult total (% of people ages 15 and above)"
PHL,Philippines,2019,93.01,"School enrollment, primary (% gross)"
PHL,Philippines,2019,85.38,"School enrollment, secondary (% gross)"
PHL,Philippines,2019,30.05,"School enrollment, tertiary (% gross)"
POL,Poland,2019,15874.52,GDP per capita (current US$)
POL,Poland,2019,1014.04,Current health expenditure per capita (current US$)
POL,Poland,2019,6.46,Current health expenditure (% of GDP)
POL,Poland,2019,4.63,"Government expenditure on education, total (% of GDP)"
POL,Poland,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
POL,Poland,2019,94.94,"School enrollment, primary (% gross)"
POL,Poland,2019,109.75,"School enrollment, secondary (% gross)"
POL,Poland,2019,70.91,"School enrollment, tertiary (% gross)"
PRT,Portugal,2019,23343.36,GDP per capita (current US$)
PRT,Portugal,2019,2221.73,Current health expenditure per capita (current US$)
PRT,Portugal,2019,9.51,Current health expenditure (% of GDP)
PRT,Portugal,2019,4.63,"Government expenditure on education, total (% of GDP)"
PRT,Portugal,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
PRT,Portugal,2019,104.9,"School enrollment, primary (% gross)"
PRT,Portugal,2019,119.52,"School enrollment, secondary (% gross)"
PRT,Portugal,2019,66.09,"School enrollment, tertiary (% gross)"
PRI,Puerto Rico (US),2019,31830.53,GDP per capita (current US$)
PRI,Puerto Rico (US),2019,,Current health expenditure per capita (current US$)
PRI,Puerto Rico (US),2019,,Current health expenditure (% of GDP)
PRI,Puerto Rico (US),2019,3.33,"Government expenditure on education, total (% of GDP)"
PRI,Puerto Rico (US),2019,,"Literacy rate, adult total (% of people ages 15 and above)"
PRI,Puerto Rico (US),2019,,"School enrollment, primary (% gross)"
PRI,Puerto Rico (US),2019,,"School enrollment, secondary (% gross)"
PRI,Puerto Rico (US),2019,95.69,"School enrollment, tertiary (% gross)"
QAT,Qatar,2019,66841.3,GDP per capita (current US$)
QAT,Qatar,2019,2007.52,Current health expenditure per capita (current US$)
QAT,Qatar,2019,3.18,Current health expenditure (% of GDP)
QAT,Qatar,2019,2.8,"Government expenditure on education, total (% of GDP)"
QAT,Qatar,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
QAT,Qatar,2019,102.27,"School enrollment, primary (% gross)"
QAT,Qatar,2019,105.16,"School enrollment, secondary (% gross)"
QAT,Qatar,2019,21.09,"School enrollment, tertiary (% gross)"
ROU,Romania,2019,12992.03,GDP per capita (current US$)
ROU,Romania,2019,738.56,Current health expenditure per capita (current US$)
ROU,Romania,2019,5.71,Current health expenditure (% of GDP)
ROU,Romania,2019,3.56,"Government expenditure on education, total (% of GDP)"
ROU,Romania,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
ROU,Romania,2019,92.61,"School enrollment, primary (% gross)"
ROU,Romania,2019,86.41,"School enrollment, secondary (% gross)"
ROU,Romania,2019,52.44,"School enrollment, tertiary (% gross)"
RUS,Russian Federation,2019,11447.7,GDP per capita (current US$)
RUS,Russian Federation,2019,650.47,Current health expenditure per capita (current US$)
RUS,Russian Federation,2019,5.65,Current health expenditure (% of GDP)
RUS,Russian Federation,2019,3.7,"Government expenditure on education, total (% of GDP)"
RUS,Russian Federation,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
RUS,Russian Federation,2019,101.83,"School enrollment, primary (% gross)"
RUS,Russian Federation,2019,100.47,"School enrollment, secondary (% gross)"
RUS,Russian Federation,2019,80.95,"School enrollment, tertiary (% gross)"
RWA,Rwanda,2019,810.05,GDP per capita (current US$)
RWA,Rwanda,2019,50.75,Current health expenditure per capita (current US$)
RWA,Rwanda,2019,6.27,Current health expenditure (% of GDP)
RWA,Rwanda,2019,3.24,"Government expenditure on education, total (% of GDP)"
RWA,Rwanda,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
RWA,Rwanda,2019,138.02,"School enrollment, primary (% gross)"
RWA,Rwanda,2019,44.08,"School enrollment, secondary (% gross)"
RWA,Rwanda,2019,6.31,"School enrollment, tertiary (% gross)"
WSM,Samoa,2019,4351.94,GDP per capita (current US$)
WSM,Samoa,2019,242.91,Current health expenditure per capita (current US$)
WSM,Samoa,2019,5.65,Current health expenditure (% of GDP)
WSM,Samoa,2019,4.58,"Government expenditure on education, total (% of GDP)"
WSM,Samoa,2019,97.99,"Literacy rate, adult total (% of people ages 15 and above)"
WSM,Samoa,2019,103.1,"School enrollment, primary (% gross)"
WSM,Samoa,2019,,"School enrollment, secondary (% gross)"
WSM,Samoa,2019,13.58,"School enrollment, tertiary (% gross)"
SMR,San Marino,2019,46627.01,GDP per capita (current US$)
SMR,San Marino,2019,3801.21,Current health expenditure per capita (current US$)
SMR,San Marino,2019,8.15,Current health expenditure (% of GDP)
SMR,San Marino,2019,3.38,"Government expenditure on education, total (% of GDP)"
SMR,San Marino,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SMR,San Marino,2019,94.62,"School enrollment, primary (% gross)"
SMR,San Marino,2019,61.01,"School enrollment, secondary (% gross)"
SMR,San Marino,2019,50.24,"School enrollment, tertiary (% gross)"
STP,Sao Tome and Principe,2019,1935.29,GDP per capita (current US$)
STP,Sao Tome and Principe,2019,106.87,Current health expenditure per capita (current US$)
STP,Sao Tome and Principe,2019,5.48,Current health expenditure (% of GDP)
STP,Sao Tome and Principe,2019,6.11,"Government expenditure on education, total (% of GDP)"
STP,Sao Tome and Principe,2019,87.44,"Literacy rate, adult total (% of people ages 15 and above)"
STP,Sao Tome and Principe,2019,,"School enrollment, primary (% gross)"
STP,Sao Tome and Principe,2019,,"School enrollment, secondary (% gross)"
STP,Sao Tome and Principe,2019,,"School enrollment, tertiary (% gross)"
SAU,Saudi Arabia,2019,29566.79,GDP per capita (current US$)
SAU,Saudi Arabia,2019,1504.55,Current health expenditure per capita (current US$)
SAU,Saudi Arabia,2019,5.47,Current health expenditure (% of GDP)
SAU,Saudi Arabia,2019,,"Government expenditure on education, total (% of GDP)"
SAU,Saudi Arabia,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SAU,Saudi Arabia,2019,102.74,"School enrollment, primary (% gross)"
SAU,Saudi Arabia,2019,104.05,"School enrollment, secondary (% gross)"
SAU,Saudi Arabia,2019,77.97,"School enrollment, tertiary (% gross)"
SEN,Senegal,2019,1431.18,GDP per capita (current US$)
SEN,Senegal,2019,64.34,Current health expenditure per capita (current US$)
SEN,Senegal,2019,4.5,Current health expenditure (% of GDP)
SEN,Senegal,2019,5.04,"Government expenditure on education, total (% of GDP)"
SEN,Senegal,2019,46.83,"Literacy rate, adult total (% of people ages 15 and above)"
SEN,Senegal,2019,83.26,"School enrollment, primary (% gross)"
SEN,Senegal,2019,44.46,"School enrollment, secondary (% gross)"
SEN,Senegal,2019,12.61,"School enrollment, tertiary (% gross)"
SRB,Serbia,2019,7755.63,GDP per capita (current US$)
SRB,Serbia,2019,641.03,Current health expenditure per capita (current US$)
SRB,Serbia,2019,8.67,Current health expenditure (% of GDP)
SRB,Serbia,2019,3.46,"Government expenditure on education, total (% of GDP)"
SRB,Serbia,2019,99.48,"Literacy rate, adult total (% of people ages 15 and above)"
SRB,Serbia,2019,99.64,"School enrollment, primary (% gross)"
SRB,Serbia,2019,94.47,"School enrollment, secondary (% gross)"
SRB,Serbia,2019,67.79,"School enrollment, tertiary (% gross)"
SYC,Seychelles,2019,19141.51,GDP per capita (current US$)
SYC,Seychelles,2019,692.09,Current health expenditure per capita (current US$)
SYC,Seychelles,2019,4.36,Current health expenditure (% of GDP)
SYC,Seychelles,2019,3.56,"Government expenditure on education, total (% of GDP)"
SYC,Seychelles,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SYC,Seychelles,2019,119.32,"School enrollment, primary (% gross)"
SYC,Seychelles,2019,100.83,"School enrollment, secondary (% gross)"
SYC,Seychelles,2019,41.3,"School enrollment, tertiary (% gross)"
SLE,Sierra Leone,2019,844.05,GDP per capita (current US$)
SLE,Sierra Leone,2019,48.14,Current health expenditure per capita (current US$)
SLE,Sierra Leone,2019,9.13,Current health expenditure (% of GDP)
SLE,Sierra Leone,2019,4.65,"Government expenditure on education, total (% of GDP)"
SLE,Sierra Leone,2019,43.58,"Literacy rate, adult total (% of people ages 15 and above)"
SLE,Sierra Leone,2019,145.62,"School enrollment, primary (% gross)"
SLE,Sierra Leone,2019,61.2,"School enrollment, secondary (% gross)"
SLE,Sierra Leone,2019,,"School enrollment, tertiary (% gross)"
SGP,Singapore,2019,65952.04,GDP per capita (current US$)
SGP,Singapore,2019,2893.78,Current health expenditure per capita (current US$)
SGP,Singapore,2019,4.35,Current health expenditure (% of GDP)
SGP,Singapore,2019,2.73,"Government expenditure on education, total (% of GDP)"
SGP,Singapore,2019,97.48,"Literacy rate, adult total (% of people ages 15 and above)"
SGP,Singapore,2019,100.69,"School enrollment, primary (% gross)"
SGP,Singapore,2019,104.62,"School enrollment, secondary (% gross)"
SGP,Singapore,2019,91.09,"School enrollment, tertiary (% gross)"
SXM,Sint Maarten (Dutch part),2019,34861.47,GDP per capita (current US$)
SXM,Sint Maarten (Dutch part),2019,,Current health expenditure per capita (current US$)
SXM,Sint Maarten (Dutch part),2019,,Current health expenditure (% of GDP)
SXM,Sint Maarten (Dutch part),2019,,"Government expenditure on education, total (% of GDP)"
SXM,Sint Maarten (Dutch part),2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SXM,Sint Maarten (Dutch part),2019,,"School enrollment, primary (% gross)"
SXM,Sint Maarten (Dutch part),2019,,"School enrollment, secondary (% gross)"
SXM,Sint Maarten (Dutch part),2019,,"School enrollment, tertiary (% gross)"
SVK,Slovak Republic,2019,19406.06,GDP per capita (current US$)
SVK,Slovak Republic,2019,1342.08,Current health expenditure per capita (current US$)
SVK,Slovak Republic,2019,6.92,Current health expenditure (% of GDP)
SVK,Slovak Republic,2019,4.27,"Government expenditure on education, total (% of GDP)"
SVK,Slovak Republic,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SVK,Slovak Republic,2019,97.99,"School enrollment, primary (% gross)"
SVK,Slovak Republic,2019,91.32,"School enrollment, secondary (% gross)"
SVK,Slovak Republic,2019,48.19,"School enrollment, tertiary (% gross)"
SVN,Slovenia,2019,25814.17,GDP per capita (current US$)
SVN,Slovenia,2019,2219.1,Current health expenditure per capita (current US$)
SVN,Slovenia,2019,8.49,Current health expenditure (% of GDP)
SVN,Slovenia,2019,4.93,"Government expenditure on education, total (% of GDP)"
SVN,Slovenia,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SVN,Slovenia,2019,99.84,"School enrollment, primary (% gross)"
SVN,Slovenia,2019,111.37,"School enrollment, secondary (% gross)"
SVN,Slovenia,2019,76.47,"School enrollment, tertiary (% gross)"
SLB,Solomon Islands,2019,2223.67,GDP per capita (current US$)
SLB,Solomon Islands,2019,98.67,Current health expenditure per capita (current US$)
SLB,Solomon Islands,2019,4.44,Current health expenditure (% of GDP)
SLB,Solomon Islands,2019,,"Government expenditure on education, total (% of GDP)"
SLB,Solomon Islands,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SLB,Solomon Islands,2019,98.21,"School enrollment, primary (% gross)"
SLB,Solomon Islands,2019,,"School enrollment, secondary (% gross)"
SLB,Solomon Islands,2019,,"School enrollment, tertiary (% gross)"
SOM,"Somalia, Fed. Rep.",2019,539.89,GDP per capita (current US$)
SOM,"Somalia, Fed. Rep.",2019,12.87,Current health expenditure per capita (current US$)
SOM,"Somalia, Fed. Rep.",2019,2.19,Current health expenditure (% of GDP)
SOM,"Somalia, Fed. Rep.",2019,0.0,"Government expenditure on education, total (% of GDP)"
SOM,"Somalia, Fed. Rep.",2019,63.68,"Literacy rate, adult total (% of people ages 15 and above)"
SOM,"Somalia, Fed. Rep.",2019,,"School enrollment, primary (% gross)"
SOM,"Somalia, Fed. Rep.",2019,,"School enrollment, secondary (% gross)"
SOM,"Somalia, Fed. Rep.",2019,,"School enrollment, tertiary (% gross)"
ZAF,South Africa,2019,6533.71,GDP per capita (current US$)
ZAF,South Africa,2019,538.8,Current health expenditure per capita (current US$)
ZAF,South Africa,2019,8.25,Current health expenditure (% of GDP)
ZAF,South Africa,2019,5.91,"Government expenditure on education, total (% of GDP)"
ZAF,South Africa,2019,95.02,"Literacy rate, adult total (% of people ages 15 and above)"
ZAF,South Africa,2019,101.12,"School enrollment, primary (% gross)"
ZAF,South Africa,2019,103.79,"School enrollment, secondary (% gross)"
ZAF,South Africa,2019,22.24,"School enrollment, tertiary (% gross)"
SSD,South Sudan,2019,,GDP per capita (current US$)
SSD,South Sudan,2019,35.07,Current health expenditure per capita (current US$)
SSD,South Sudan,2019,9.04,Current health expenditure (% of GDP)
SSD,South Sudan,2019,,"Government expenditure on education, total (% of GDP)"
SSD,South Sudan,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SSD,South Sudan,2019,,"School enrollment, primary (% gross)"
SSD,South Sudan,2019,,"School enrollment, secondary (% gross)"
SSD,South Sudan,2019,,"School enrollment, tertiary (% gross)"
ESP,Spain,2019,29786.52,GDP per capita (current US$)
ESP,Spain,2019,2713.62,Current health expenditure per capita (current US$)
ESP,Spain,2019,9.13,Current health expenditure (% of GDP)
ESP,Spain,2019,4.2,"Government expenditure on education, total (% of GDP)"
ESP,Spain,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
ESP,Spain,2019,103.19,"School enrollment, primary (% gross)"
ESP,Spain,2019,118.52,"School enrollment, secondary (% gross)"
ESP,Spain,2019,91.02,"School enrollment, tertiary (% gross)"
LKA,Sri Lanka,2019,4081.95,GDP per capita (current US$)
LKA,Sri Lanka,2019,154.87,Current health expenditure per capita (current US$)
LKA,Sri Lanka,2019,3.9,Current health expenditure (% of GDP)
LKA,Sri Lanka,2019,,"Government expenditure on education, total (% of GDP)"
LKA,Sri Lanka,2019,92.25,"Literacy rate, adult total (% of people ages 15 and above)"
LKA,Sri Lanka,2019,95.47,"School enrollment, primary (% gross)"
LKA,Sri Lanka,2019,,"School enrollment, secondary (% gross)"
LKA,Sri Lanka,2019,19.46,"School enrollment, tertiary (% gross)"
KNA,St. Kitts and Nevis,2019,23595.49,GDP per capita (current US$)
KNA,St. Kitts and Nevis,2019,1223.84,Current health expenditure per capita (current US$)
KNA,St. Kitts and Nevis,2019,5.19,Current health expenditure (% of GDP)
KNA,St. Kitts and Nevis,2019,2.73,"Government expenditure on education, total (% of GDP)"
KNA,St. Kitts and Nevis,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
KNA,St. Kitts and Nevis,2019,129.53,"School enrollment, primary (% gross)"
KNA,St. Kitts and Nevis,2019,118.92,"School enrollment, secondary (% gross)"
KNA,St. Kitts and Nevis,2019,,"School enrollment, tertiary (% gross)"
LCA,St. Lucia,2019,11794.06,GDP per capita (current US$)
LCA,St. Lucia,2019,493.96,Current health expenditure per capita (current US$)
LCA,St. Lucia,2019,4.17,Current health expenditure (% of GDP)
LCA,St. Lucia,2019,3.27,"Government expenditure on education, total (% of GDP)"
LCA,St. Lucia,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
LCA,St. Lucia,2019,97.72,"School enrollment, primary (% gross)"
LCA,St. Lucia,2019,88.35,"School enrollment, secondary (% gross)"
LCA,St. Lucia,2019,15.95,"School enrollment, tertiary (% gross)"
MAF,St. Martin (French part),2019,19033.06,GDP per capita (current US$)
MAF,St. Martin (French part),2019,,Current health expenditure per capita (current US$)
MAF,St. Martin (French part),2019,,Current health expenditure (% of GDP)
MAF,St. Martin (French part),2019,,"Government expenditure on education, total (% of GDP)"
MAF,St. Martin (French part),2019,,"Literacy rate, adult total (% of people ages 15 and above)"
MAF,St. Martin (French part),2019,,"School enrollment, primary (% gross)"
MAF,St. Martin (French part),2019,,"School enrollment, secondary (% gross)"
MAF,St. Martin (French part),2019,,"School enrollment, tertiary (% gross)"
VCT,St. Vincent and the Grenadines,2019,8740.59,GDP per capita (current US$)
VCT,St. Vincent and the Grenadines,2019,372.06,Current health expenditure per capita (current US$)
VCT,St. Vincent and the Grenadines,2019,4.26,Current health expenditure (% of GDP)
VCT,St. Vincent and the Grenadines,2019,,"Government expenditure on education, total (% of GDP)"
VCT,St. Vincent and the Grenadines,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
VCT,St. Vincent and the Grenadines,2019,,"School enrollment, primary (% gross)"
VCT,St. Vincent and the Grenadines,2019,,"School enrollment, secondary (% gross)"
VCT,St. Vincent and the Grenadines,2019,,"School enrollment, tertiary (% gross)"
SDN,Sudan,2019,709.98,GDP per capita (current US$)
SDN,Sudan,2019,33.71,Current health expenditure per capita (current US$)
SDN,Sudan,2019,4.57,Current health expenditure (% of GDP)
SDN,Sudan,2019,,"Government expenditure on education, total (% of GDP)"
SDN,Sudan,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SDN,Sudan,2019,72.4,"School enrollment, primary (% gross)"
SDN,Sudan,2019,43.54,"School enrollment, secondary (% gross)"
SDN,Sudan,2019,,"School enrollment, tertiary (% gross)"
SUR,Suriname,2019,6629.67,GDP per capita (current US$)
SUR,Suriname,2019,599.07,Current health expenditure per capita (current US$)
SUR,Suriname,2019,8.53,Current health expenditure (% of GDP)
SUR,Suriname,2019,6.78,"Government expenditure on education, total (% of GDP)"
SUR,Suriname,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SUR,Suriname,2019,101.25,"School enrollment, primary (% gross)"
SUR,Suriname,2019,,"School enrollment, secondary (% gross)"
SUR,Suriname,2019,5.26,"School enrollment, tertiary (% gross)"
SWE,Sweden,2019,51773.05,GDP per capita (current US$)
SWE,Sweden,2019,5652.99,Current health expenditure per capita (current US$)
SWE,Sweden,2019,10.83,Current health expenditure (% of GDP)
SWE,Sweden,2019,7.66,"Government expenditure on education, total (% of GDP)"
SWE,Sweden,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SWE,Sweden,2019,120.6,"School enrollment, primary (% gross)"
SWE,Sweden,2019,136.64,"School enrollment, secondary (% gross)"
SWE,Sweden,2019,75.11,"School enrollment, tertiary (% gross)"
CHE,Switzerland,2019,84121.93,GDP per capita (current US$)
CHE,Switzerland,2019,9646.91,Current health expenditure per capita (current US$)
CHE,Switzerland,2019,11.43,Current health expenditure (% of GDP)
CHE,Switzerland,2019,5.01,"Government expenditure on education, total (% of GDP)"
CHE,Switzerland,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
CHE,Switzerland,2019,101.59,"School enrollment, primary (% gross)"
CHE,Switzerland,2019,104.07,"School enrollment, secondary (% gross)"
CHE,Switzerland,2019,66.31,"School enrollment, tertiary (% gross)"
SYR,Syrian Arab Republic,2019,1109.54,GDP per capita (current US$)
SYR,Syrian Arab Republic,2019,50.26,Current health expenditure per capita (current US$)
SYR,Syrian Arab Republic,2019,3.94,Current health expenditure (% of GDP)
SYR,Syrian Arab Republic,2019,,"Government expenditure on education, total (% of GDP)"
SYR,Syrian Arab Republic,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
SYR,Syrian Arab Republic,2019,,"School enrollment, primary (% gross)"
SYR,Syrian Arab Republic,2019,,"School enrollment, secondary (% gross)"
SYR,Syrian Arab Republic,2019,,"School enrollment, tertiary (% gross)"
TJK,Tajikistan,2019,871.02,GDP per capita (current US$)
TJK,Tajikistan,2019,60.52,Current health expenditure per capita (current US$)
TJK,Tajikistan,2019,6.95,Current health expenditure (% of GDP)
TJK,Tajikistan,2019,5.48,"Government expenditure on education, total (% of GDP)"
TJK,Tajikistan,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
TJK,Tajikistan,2019,,"School enrollment, primary (% gross)"
TJK,Tajikistan,2019,,"School enrollment, secondary (% gross)"
TJK,Tajikistan,2019,,"School enrollment, tertiary (% gross)"
TZA,Tanzania,2019,1063.32,GDP per capita (current US$)
TZA,Tanzania,2019,39.98,Current health expenditure per capita (current US$)
TZA,Tanzania,2019,4.02,Current health expenditure (% of GDP)
TZA,Tanzania,2019,3.6,"Government expenditure on education, total (% of GDP)"
TZA,Tanzania,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
TZA,Tanzania,2019,97.65,"School enrollment, primary (% gross)"
TZA,Tanzania,2019,30.18,"School enrollment, secondary (% gross)"
TZA,Tanzania,2019,2.86,"School enrollment, tertiary (% gross)"
THA,Thailand,2019,7605.7,GDP per capita (current US$)
THA,Thailand,2019,288.31,Current health expenditure per capita (current US$)
THA,Thailand,2019,3.79,Current health expenditure (% of GDP)
THA,Thailand,2019,3.02,"Government expenditure on education, total (% of GDP)"
THA,Thailand,2019,91.27,"Literacy rate, adult total (% of people ages 15 and above)"
THA,Thailand,2019,103.01,"School enrollment, primary (% gross)"
THA,Thailand,2019,81.72,"School enrollment, secondary (% gross)"
THA,Thailand,2019,44.99,"School enrollment, tertiary (% gross)"
TLS,Timor-Leste,2019,1562.36,GDP per capita (current US$)
TLS,Timor-Leste,2019,78.01,Current health expenditure per capita (current US$)
TLS,Timor-Leste,2019,6.03,Current health expenditure (% of GDP)
TLS,Timor-Leste,2019,4.18,"Government expenditure on education, total (% of GDP)"
TLS,Timor-Leste,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
TLS,Timor-Leste,2019,111.54,"School enrollment, primary (% gross)"
TLS,Timor-Leste,2019,85.12,"School enrollment, secondary (% gross)"
TLS,Timor-Leste,2019,,"School enrollment, tertiary (% gross)"
TGO,Togo,2019,826.26,GDP per capita (current US$)
TGO,Togo,2019,48.85,Current health expenditure per capita (current US$)
TGO,Togo,2019,5.91,Current health expenditure (% of GDP)
TGO,Togo,2019,4.2,"Government expenditure on education, total (% of GDP)"
TGO,Togo,2019,66.54,"Literacy rate, adult total (% of people ages 15 and above)"
TGO,Togo,2019,117.75,"School enrollment, primary (% gross)"
TGO,Togo,2019,,"School enrollment, secondary (% gross)"
TGO,Togo,2019,13.16,"School enrollment, tertiary (% gross)"
TON,Tonga,2019,4676.85,GDP per capita (current US$)
TON,Tonga,2019,260.74,Current health expenditure per capita (current US$)
TON,Tonga,2019,5.42,Current health expenditure (% of GDP)
TON,Tonga,2019,4.86,"Government expenditure on education, total (% of GDP)"
TON,Tonga,2019,91.05,"Literacy rate, adult total (% of people ages 15 and above)"
TON,Tonga,2019,113.31,"School enrollment, primary (% gross)"
TON,Tonga,2019,96.09,"School enrollment, secondary (% gross)"
TON,Tonga,2019,,"School enrollment, tertiary (% gross)"
TTO,Trinidad and Tobago,2019,17293.47,GDP per capita (current US$)
TTO,Trinidad and Tobago,2019,1097.21,Current health expenditure per capita (current US$)
TTO,Trinidad and Tobago,2019,6.85,Current health expenditure (% of GDP)
TTO,Trinidad and Tobago,2019,3.55,"Government expenditure on education, total (% of GDP)"
TTO,Trinidad and Tobago,2019,,"Literacy rate, adult total (% of people ages 15 and above)"
TTO,Trinidad and Tobago,2019,,"School enrollment, primary (% gross)"
TTO,Trinidad and Tobago,2019,,"School enrollment, secondary (% gross)"
TTO,Trinidad and Tobago,2019,,"School enrollment, tertiary (% gross)"
TUN,Tunisia,2019,3528.87,GDP per capita (current US$)
TUN,Tunisia,2019,212.6,Current health expenditure per capita (current US$)
TUN,Tunisia,2019,6.02,Current health expenditure (% of GDP)
TUN,Tunisia,2019,6.17,"Government expenditure on education, total (% of GDP)"
TUN,Tunisia,2019,80.55,"Literacy rate, adult total (% of people ages 15 and above)"
TUN,Tunisia,2019,,"School enrollment, primary (% gross)"
TUN,Tunisia,2019,,"School enrollment, secondary (% gross)"
TUN,Tunisia,2019,31.44,"School enrollment, tertiary (% gross)"
TUR,Turkiye,2019,9215.44,GDP per capita (current US$)
