Iso3,Country,Year,Happiness Rank,Happiness Score,Health Expenditure (% GDP),Health Expenditure (per capita),GDP per Capita,Education Expenditure (% GDP),Adult Literacy %,Primary School Enrollment %,Secondary School Enrollment %,Tertiary School Enrollment %,Income Level,Region,longitude,latitude
LBR,Liberia,2012,133,4.196,8.15,49.88,638.37,1.78,,,,10.84,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2014,116,4.571,8.76,59.32,706.71,2.2,,92.55,36.77,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2015,149,3.622,10.46,69.41,692.59,2.12,,89.99,36.37,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2016,148,3.533,9.89,67.68,714.61,2.11,,83.89,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2017,149,3.495,10.45,71.57,699.27,2.66,,79.6,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2018,141,3.975,10.78,71.17,692.2,2.5,,,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2019,124,4.558,8.38,51.19,658.16,2.17,,,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2020,120,4.625,12.91,76.11,616.79,2.14,,72.42,37.74,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2021,96,5.122,13.84,92.33,667.97,2.42,,67.46,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2022,125,4.042,13.47,99.65,744.62,2.28,,66.59,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2023,121,4.269,,,799.19,2.27,,,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBR,Liberia,2024,129,4.277,,,846.28,,,,,,Low income,Sub-Saharan Africa ,-10.7957,6.30039
LBY,Libya,2011,80,5.178,4.02,305.2,7593.84,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2012,78,5.34,3.96,592.46,14975.89,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2014,63,5.754,5.18,462.19,8926.42,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2015,67,5.615,5.81,433.07,7458.49,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2016,68,5.525,6.17,464.48,7525.8,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2017,70,5.566,4.68,466.09,9965.83,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2018,72,5.525,4.87,544.88,11196.59,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2019,80,5.489,5.55,552.73,9963.19,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2020,80,5.41,7.11,472.62,6650.34,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2021,86,5.33,6.21,306.7,4935.83,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2023,66,5.866,,,6172.81,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LBY,Libya,2024,79,5.82,,,6318.4,,,,,,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",13.1072,32.8578
LKA,Sri Lanka,2011,130,4.26,3.58,115.52,3224.96,1.74,,97.22,94.11,14.67,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2012,137,4.151,3.31,110.04,3327.78,1.45,,97.12,94.67,16.32,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2014,132,4.271,3.47,132.82,3971.92,1.86,92.55,97.43,93.49,17.87,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2015,116,4.415,3.68,144.29,4057.72,2.11,92.57,97.45,94.45,18.17,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2016,120,4.44,3.62,145.32,4149.19,3.23,92.39,96.94,93.9,17.15,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2017,116,4.471,3.33,142.33,4398.89,2.59,91.9,96.62,94.04,17.19,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2018,130,4.366,3.64,154.65,4358.56,1.99,91.71,95.93,95.91,17.89,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2019,130,4.327,3.9,154.87,4081.95,,92.25,95.47,,19.46,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2020,129,4.325,4.06,152.0,3847.6,1.56,92.38,95.23,,20.16,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2021,127,4.362,4.03,157.13,3996.96,1.51,92.43,94.46,89.83,20.78,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2022,112,4.442,4.36,145.56,3342.64,1.2,92.49,92.98,88.19,22.37,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2023,128,3.898,,,3798.89,1.83,92.66,91.45,87.95,20.74,Lower middle income,South Asia,79.8528,6.92148
LKA,Sri Lanka,2024,133,3.891,,,4515.57,,,,,,Lower middle income,South Asia,79.8528,6.92148
LSO,Lesotho,2012,98,4.898,10.04,126.11,1217.93,,,115.31,59.08,10.85,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2014,97,4.898,10.0,121.35,1173.54,,,107.84,58.26,10.42,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2016,139,3.808,9.24,91.46,992.49,7.55,97.27,104.25,56.84,,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2017,141,3.808,10.57,115.93,1069.37,8.16,,105.56,59.36,10.31,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2018,144,3.802,11.17,131.43,1170.66,7.28,86.24,96.01,,9.94,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2019,143,3.653,21.97,236.44,1082.06,,92.5,91.28,,,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2020,145,3.512,10.46,97.32,918.58,,,87.74,,,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2021,141,3.512,10.81,116.6,1066.59,,,85.04,,,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2023,141,3.186,,,916.28,7.29,,81.64,,,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LSO,Lesotho,2024,138,3.757,,,971.81,6.62,90.45,80.18,,,Lower middle income,Sub-Saharan Africa ,27.7167,-29.5208
LTU,Lithuania,2011,60,5.588,6.49,925.47,14261.84,5.15,99.82,101.25,106.01,84.06,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2012,71,5.426,6.28,896.94,14288.19,4.78,,101.85,106.17,79.75,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2014,56,5.833,6.19,1021.23,16446.16,4.51,,100.98,102.45,68.9,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2015,60,5.813,6.49,920.2,14269.8,4.22,,101.54,102.15,67.74,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2016,52,5.902,6.64,988.53,14934.27,4.01,,104.22,101.82,67.74,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2017,50,5.952,6.44,1078.17,16800.15,3.81,,106.41,102.79,68.39,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2018,42,6.149,6.53,1249.03,19247.23,3.86,,106.06,103.01,69.72,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2019,41,6.215,6.98,1369.98,19608.79,3.94,,104.71,103.88,70.18,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2020,38,6.255,7.47,1520.39,20428.65,4.47,,103.47,105.99,69.15,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2021,34,6.446,7.76,1854.28,23870.46,4.24,,101.15,108.51,70.66,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2022,20,6.763,7.24,1829.66,25085.78,4.25,,101.91,106.92,76.92,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2023,19,6.818,7.29,1988.95,27786.01,,,102.68,105.43,77.01,High income,Europe & Central Asia,25.2799,54.6896
LTU,Lithuania,2024,16,6.829,,,29386.29,,,,,,High income,Europe & Central Asia,25.2799,54.6896
LUX,Luxembourg,2011,16,7.051,5.95,7174.74,119025.06,,,96.3,100.42,,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2012,19,7.054,5.29,6029.47,112584.68,3.88,,98.74,100.61,19.12,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2014,17,6.946,5.23,6547.03,123678.7,3.86,,97.31,104.6,,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2015,20,6.871,5.08,5421.93,105462.01,3.77,,97.4,104.38,20.29,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2016,18,6.863,5.07,5475.14,106899.29,,,97.41,106.09,19.92,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2017,17,6.91,5.14,5713.12,110193.21,3.49,,96.74,106.78,19.6,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2018,14,7.09,5.28,6227.08,116926.76,3.66,,97.34,106.98,19.39,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2019,10,7.238,5.46,6221.74,112696.65,3.74,,98.33,106.95,19.4,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2020,8,7.324,5.76,6785.86,116860.03,3.85,,98.64,107.08,19.96,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2021,6,7.404,5.66,7632.57,134965.82,3.72,,98.48,106.48,20.73,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2022,9,7.228,5.55,7022.63,123719.66,3.71,,99.48,107.84,21.03,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2023,8,7.122,5.78,7504.58,131407.68,,,99.06,107.74,21.54,High income,Europe & Central Asia,6.1296,49.61
LUX,Luxembourg,2024,9,7.122,,,137516.59,,,,,,High income,Europe & Central Asia,6.1296,49.61
LVA,Latvia,2011,106,4.762,5.72,764.59,12902.57,5.24,99.9,102.29,105.57,67.95,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2012,88,5.046,5.41,745.52,13329.35,6.84,,101.05,106.34,66.64,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2014,89,5.098,5.46,856.77,15185.81,5.47,,99.85,113.71,70.9,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2015,68,5.56,5.65,775.86,13321.98,5.47,,99.39,112.36,74.3,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2016,54,5.85,6.13,874.8,13838.53,4.82,,99.2,111.3,80.6,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2017,53,5.933,5.97,932.5,15132.5,4.53,,99.37,110.72,88.06,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2018,53,5.94,6.19,1101.49,17252.17,4.39,,99.61,109.16,93.02,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2019,57,5.95,6.64,1183.12,17294.98,4.59,,99.98,107.6,94.86,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2020,51,6.032,7.29,1313.35,17564.23,5.0,,99.83,105.96,94.51,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2021,42,6.18,9.11,1897.95,20261.89,4.77,,99.74,105.81,93.48,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2022,41,6.213,7.62,1642.47,20227.23,4.32,,99.42,104.76,91.33,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2023,46,6.234,,,22675.58,,,98.47,102.13,85.74,High income,Europe & Central Asia,24.1048,56.9465
LVA,Latvia,2024,51,6.207,,,23367.6,,,,,,High income,Europe & Central Asia,24.1048,56.9465
MAR,Morocco,2011,105,4.793,5.37,179.0,3301.99,,67.08,108.87,66.03,15.85,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2012,99,4.885,5.4,172.04,3164.18,5.55,69.16,108.77,68.74,19.05,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2014,92,5.013,5.42,188.64,3435.41,5.48,64.26,107.32,,25.31,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2015,90,5.151,5.1,162.85,3146.25,5.13,,106.05,,28.55,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2016,84,5.235,5.09,162.22,3140.86,5.09,,105.9,,32.1,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2017,85,5.254,4.99,166.85,3296.53,4.74,,106.86,78.22,33.47,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2018,89,5.208,4.95,175.71,3501.7,4.96,,108.26,78.47,35.32,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2019,97,5.095,5.0,177.85,3508.1,5.0,,110.07,79.34,37.72,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2020,106,4.918,5.59,185.45,3268.03,6.28,,112.35,80.31,39.69,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2021,100,5.06,5.52,211.94,3785.94,5.64,,112.94,80.74,42.53,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2022,100,4.903,5.68,199.21,3455.4,5.91,,116.55,84.46,45.94,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2023,107,4.795,,,3771.45,6.02,,117.6,87.73,47.47,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MAR,Morocco,2024,112,4.622,,,3993.39,,,116.59,89.98,48.18,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",-6.8704,33.9905
MDA,Moldova,2011,75,5.305,9.1,214.98,2941.36,7.14,,93.6,87.72,39.45,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2012,53,5.791,9.14,223.62,3044.81,6.98,,93.8,88.2,40.11,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2014,52,5.889,8.63,230.77,3289.96,6.34,99.36,107.43,104.38,52.15,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2015,55,5.897,8.56,186.44,2749.55,5.77,,105.73,105.07,52.1,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2016,55,5.838,7.54,171.18,2847.09,5.67,,104.47,106.05,52.84,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2017,67,5.64,7.13,243.95,3453.27,5.71,,103.69,94.35,51.95,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2018,71,5.529,6.71,276.47,4156.45,5.54,,103.34,95.92,52.84,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2019,70,5.608,6.5,284.3,4405.33,6.23,,105.07,95.65,54.78,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2020,65,5.766,7.0,306.65,4375.78,6.6,,106.52,96.17,56.25,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2021,62,5.857,7.75,410.12,5274.61,5.82,,106.78,96.59,61.3,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2022,63,5.819,6.97,398.15,5744.3,6.11,,106.97,97.61,68.06,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2023,70,5.816,,,6799.59,6.63,,106.67,97.89,71.17,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDA,Moldova,2024,80,5.819,,,7617.52,,,107.61,99.34,74.71,Upper middle income,Europe & Central Asia,28.8497,47.0167
MDG,Madagascar,2011,129,4.309,4.52,22.89,506.16,2.38,,135.66,34.12,3.99,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2012,146,3.966,3.91,19.3,493.51,2.34,71.57,136.44,35.39,4.05,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2014,147,3.681,4.46,22.57,505.68,2.38,,137.45,35.81,4.69,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2015,147,3.695,5.01,22.29,445.32,2.21,,138.83,36.12,4.66,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2016,144,3.644,5.33,24.21,453.97,2.69,,134.68,36.08,4.66,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2017,143,3.774,4.8,23.62,491.87,2.7,,139.19,34.77,5.08,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2018,143,3.933,4.22,21.13,500.46,2.84,76.68,132.69,34.63,5.12,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2019,137,4.166,3.1,15.5,499.82,3.01,,124.95,32.82,5.29,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2020,135,4.208,3.72,16.78,450.77,3.25,,126.59,,5.17,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2021,128,4.339,3.5,17.18,483.47,3.2,74.69,140.27,34.13,5.31,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2022,127,4.019,3.25,16.32,503.51,3.07,,132.89,,5.88,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2023,123,4.228,,,508.72,3.05,,130.6,,6.15,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDG,Madagascar,2024,130,4.157,,,545.0,,,132.74,,,Low income,Sub-Saharan Africa ,45.7167,-20.4667
MDV,Maldives,2019,87,5.198,7.66,880.8,11740.27,4.12,98.21,96.86,72.69,24.65,Upper middle income,South Asia,73.5109,4.1742
MDV,Maldives,2020,89,5.198,11.34,845.82,7393.89,5.85,,97.18,69.9,27.08,Upper middle income,South Asia,73.5109,4.1742
MEX,Mexico,2011,24,6.74,5.3,565.32,10664.49,4.9,93.52,111.06,88.38,28.04,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2012,16,7.088,5.42,582.48,10744.13,4.88,94.23,111.07,90.69,29.35,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2014,14,7.187,5.35,609.82,11391.38,5.07,94.56,108.57,97.32,31.21,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2015,21,6.778,5.53,553.91,10021.24,5.05,94.47,106.96,100.98,31.97,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2016,25,6.578,5.38,489.92,9097.92,4.76,94.86,106.39,102.87,38.59,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2017,24,6.488,5.31,512.55,9649.28,4.4,94.97,105.8,105.11,40.34,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2018,23,6.595,5.24,528.26,10084.79,4.14,95.38,105.19,105.96,41.64,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2019,24,6.465,5.3,549.73,10369.56,,95.39,105.1,105.52,43.04,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2020,36,6.317,6.05,535.12,8841.27,4.5,95.25,104.52,102.58,45.17,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2021,46,6.128,5.89,606.13,10314.05,4.24,95.69,103.36,98.32,45.65,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2022,36,6.33,5.72,650.97,11402.14,4.07,95.85,102.0,98.36,46.41,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2023,25,6.678,,,13826.13,,95.83,101.42,102.06,47.47,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MEX,Mexico,2024,10,6.979,,,14157.94,,95.77,,,,Upper middle income,Latin America & Caribbean ,-99.1276,19.427
MKD,North Macedonia,2011,127,4.369,6.52,335.13,5416.87,,,,,,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2012,118,4.574,6.61,317.98,5049.83,,,92.97,85.83,39.8,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2014,93,5.007,6.29,357.64,5925.39,,,95.9,83.69,39.32,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2015,95,5.121,6.34,322.25,5262.69,,,96.89,84.98,42.08,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2016,92,5.175,6.38,347.44,5598.49,,,,,,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2017,89,5.185,6.44,375.33,5955.3,,,95.2,84.69,43.51,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2018,84,5.274,6.46,426.57,6713.99,,,95.56,83.35,43.85,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2019,90,5.16,7.07,469.47,6718.86,,,93.65,82.53,43.2,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2020,94,5.101,7.73,510.81,6659.6,,,93.44,82.44,43.78,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2021,89,5.199,8.52,636.65,7620.8,,,93.26,84.16,44.3,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2022,87,5.254,7.62,561.69,7606.24,,,97.49,91.45,53.16,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2023,84,5.369,,,8624.28,,,96.31,90.07,55.01,Upper middle income,Europe & Central Asia,21.4361,42.0024
MKD,North Macedonia,2024,86,5.503,,,9310.03,,,,,,Upper middle income,Europe & Central Asia,21.4361,42.0024
MLI,Mali,2011,143,3.967,4.01,31.68,941.57,3.75,30.62,78.67,38.75,4.97,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2012,132,4.247,3.75,27.53,878.22,3.48,,75.39,,6.42,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2014,138,3.995,4.48,35.73,940.24,3.65,,71.82,41.23,5.54,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2015,134,4.073,4.11,28.98,838.12,3.8,33.07,70.52,38.99,5.13,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2016,127,4.19,3.77,27.58,872.47,3.09,,71.87,40.1,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2017,118,4.447,3.67,28.49,924.06,3.79,,74.67,38.55,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2018,128,4.39,3.73,31.17,996.38,3.56,35.47,70.37,37.98,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2019,114,4.729,3.83,31.41,971.95,3.56,,,,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2020,117,4.723,3.48,28.2,953.24,3.95,,,,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2021,123,4.479,3.47,30.62,1027.27,4.36,,,,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2022,120,4.198,3.67,29.74,969.72,4.05,,,,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2023,122,4.232,,,1035.86,4.18,,72.8,38.94,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLI,Mali,2024,123,4.345,,,1086.18,,,,,,Low income,Sub-Saharan Africa ,-7.50034,13.5667
MLT,Malta,2011,47,5.96,8.45,1960.06,23516.97,7.58,93.31,100.98,94.11,39.45,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2012,48,5.964,8.38,1898.6,22878.31,6.25,,100.94,95.52,42.55,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2014,37,6.302,9.09,2456.43,27424.58,6.85,,100.67,96.23,44.49,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2015,30,6.488,8.9,2243.47,25529.68,4.91,,100.31,95.16,46.95,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2016,27,6.527,8.97,2321.15,26459.08,4.96,,99.94,94.98,48.13,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2017,22,6.627,8.73,2551.72,30317.24,4.34,,99.61,103.14,52.84,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2018,22,6.726,8.51,2753.51,33382.27,,,99.6,104.64,56.81,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2019,22,6.773,9.08,2943.63,32421.92,4.8,,98.17,104.51,58.54,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2020,23,6.602,10.6,3135.41,31833.6,,,96.8,102.92,62.88,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2021,33,6.447,10.36,3641.62,38065.35,4.93,,95.41,103.09,73.02,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2022,37,6.3,9.52,3352.77,36224.28,4.72,,93.53,102.7,78.62,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2023,40,6.346,,,40182.43,,,97.71,103.03,80.53,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MLT,Malta,2024,48,6.316,,,42347.31,,,,,,High income,"Middle East, North Africa, Afghanistan & Pakistan",14.5189,35.9042
MMR,Myanmar,2011,74,5.322,2.07,27.41,1213.63,0.79,,,,14.32,Lower middle income,East Asia & Pacific,95.9562,21.914
MMR,Myanmar,2012,121,4.439,2.58,37.26,1202.67,,,,,13.74,Lower middle income,East Asia & Pacific,95.9562,21.914
MMR,Myanmar,2014,129,4.307,4.39,54.28,1293.0,,90.36,115.45,57.12,,Lower middle income,East Asia & Pacific,95.9562,21.914
MMR,Myanmar,2015,118,4.395,5.48,63.62,1166.73,,,,,,Lower middle income,East Asia & Pacific,95.9562,21.914
MMR,Myanmar,2016,114,4.545,5.11,59.68,1229.2,,84.78,119.92,67.76,,Lower middle income,East Asia & Pacific,95.9562,21.914
MMR,Myanmar,2017,130,4.308,5.08,59.52,1272.82,2.17,,121.8,72.35,,Lower middle income,East Asia & Pacific,95.9562,21.914
MMR,Myanmar,2018,131,4.36,4.9,60.83,1298.21,1.99,95.82,120.21,77.02,20.37,Lower middle income,East Asia & Pacific,95.9562,21.914
MMR,Myanmar,2019,133,4.308,4.08,53.72,1425.99,2.0,89.07,,,,Lower middle income,East Asia & Pacific,95.9562,21.914
